,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-CYC02-D5500,,,,,,A,ARCHITECTURE TYPICAL DRAWING DRAWING LIST AND GENERAL NOTES,,,,,,,,,,,,,,,A,XF11B-0000-500,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-500,ARCHITECTURE TYPICAL DRAWING DRAWING LIST AND GENERAL NOTES,A,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5500,陳博仁  Ext.:23341,CB-0471,A
1,TC0-1-CYC02-D5501,,,,,,C,ARCHITECTURE TYPICAL DRAWING FINISH DETAILS,,,,,,,,,,,,,,,A,XF11B-0000-501,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-501,ARCHITECTURE TYPICAL DRAWING FINISH DETAILS,C,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5501,陳博仁  Ext.:23341,CB-0471,A
2,TC0-1-CYC02-D5502,,,,,,C,ARCHITECTURE TYPICAL DRAWING ROOF DETAILS (1/2),,,,,,,,,,,,,,,A,XF11B-0000-502,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-502,ARCHITECTURE TYPICAL DRAWING ROOF DETAILS (1/2),C,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5502,陳博仁  Ext.:23341,CB-0471,A
3,TC0-1-CYC02-D5503,,,,,,C,ARCHITECTURE TYPICAL DRAWING ROOF DETAILS (2/2),,,,,,,,,,,,,,,A,XF11B-0000-503,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-503,ARCHITECTURE TYPICAL DRAWING ROOF DETAILS (2/2),C,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5503,陳博仁  Ext.:23341,CB-0471,A
4,TC0-1-CYC02-D5504,,,,,,C,ARCHITECTURE TYPICAL DRAWING DITCH & CATCH BASIN DETAILS,,,,,,,,,,,,,,,A,XF11B-0000-504,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-504,ARCHITECTURE TYPICAL DRAWING DITCH & CATCH BASIN DETAILS,C,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5504,陳博仁  Ext.:23341,CB-0471,A
5,TC0-1-CYC02-D5505,,,,,,C,ARCHITECTURE TYPICAL DRAWING DOOR FIXING DETAILS (FOR RC STRUCTURE),,,,,,,,,,,,,,,A,XF11B-0000-505,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-505,ARCHITECTURE TYPICAL DRAWING DOOR FIXING DETAILS (FOR RC STRUCTURE),C,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5505,陳博仁  Ext.:23341,CB-0471,A
6,TC0-1-CYC02-D5506,,,,,,C,ARCHITECTURE TYPICAL DRAWING WINDOW & LOUVER DETAILS (FOR RC STRUCTURE),,,,,,,,,,,,,,,A,XF11B-0000-506,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-506,ARCHITECTURE TYPICAL DRAWING WINDOW & LOUVER DETAILS (FOR RC STRUCTURE),C,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5506,陳博仁  Ext.:23341,CB-0471,A
7,TC0-1-CYC02-D5507,,,,,,C,ARCHITECTURE TYPICAL DRAWING WINDOW & LOUVER DETAILS,,,,,,,,,,,,,,,A,XF11B-0000-507,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-507,ARCHITECTURE TYPICAL DRAWING WINDOW & LOUVER DETAILS,C,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5507,陳博仁  Ext.:23341,CB-0471,A
8,TC0-1-CYC02-D5508,,,,,,C,ARCHITECTURE TYPICAL DRAWING DOOR FIXING DETAILS (FOR SS STRUCTURE),,,,,,,,,,,,,,,A,XF11B-0000-508,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-508,ARCHITECTURE TYPICAL DRAWING DOOR FIXING DETAILS (FOR SS STRUCTURE),C,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5508,陳博仁  Ext.:23341,CB-0471,A
9,TC0-1-CYC02-D5509,,,,,,C,ARCHITECTURE TYPICAL DRAWING WINDOW & LOUVER DETAILS (FOR SS STRUCTURE),,,,,,,,,,,,,,,A,XF11B-0000-509,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-509,ARCHITECTURE TYPICAL DRAWING WINDOW & LOUVER DETAILS (FOR SS STRUCTURE),C,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5509,陳博仁  Ext.:23341,CB-0471,A
10,TC0-1-CYC02-D5510,,,,,,C,ARCHITECTURE TYPICAL DRAWING FIREPROOF FIBER WALL BORAD DETAILS,,,,,,,,,,,,,,,A,XF11B-0000-510,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-510,ARCHITECTURE TYPICAL DRAWING FIREPROOF FIBER WALL BORAD DETAILS,C,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5510,陳博仁  Ext.:23341,CB-0471,A
11,TC0-1-CYC02-D5511,,,,,,C,ARCHITECTURE TYPICAL DRAWING TOILET & SHOWER COMPARTMENT DETAILS,,,,,,,,,,,,,,,A,XF11B-0000-511,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-511,ARCHITECTURE TYPICAL DRAWING TOILET & SHOWER COMPARTMENT DETAILS,C,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5511,陳博仁  Ext.:23341,CB-0471,A
12,TC0-1-CYC02-D5512,,,,,,C,ARCHITECTURE TYPICAL DRAWING EXTERIOR WALL PANEL DETAILS (1/3),,,,,,,,,,,,,,,A,XF11B-0000-512,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-512,ARCHITECTURE TYPICAL DRAWING EXTERIOR WALL PANEL DETAILS (1/3),C,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5512,陳博仁  Ext.:23341,CB-0471,A
13,TC0-1-CYC02-D5513,,,,,,C,ARCHITECTURE TYPICAL DRAWING EXTERIOR WALL PANEL DETAILS (2/3),,,,,,,,,,,,,,,A,XF11B-0000-513,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-513,ARCHITECTURE TYPICAL DRAWING EXTERIOR WALL PANEL DETAILS (2/3),C,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5513,陳博仁  Ext.:23341,CB-0471,A
14,TC0-1-CYC02-D5514,,,,,,C,ARCHITECTURE TYPICAL DRAWING EXTERIOR WALL PANEL DETAILS (3/3),,,,,,,,,,,,,,,A,XF11B-0000-514,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-514,ARCHITECTURE TYPICAL DRAWING EXTERIOR WALL PANEL DETAILS (3/3),C,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5514,陳博仁  Ext.:23341,CB-0471,A
15,TC0-1-CYC02-D5515,,,,,,C,ARCHITECTURE TYPICAL DRAWING EXTERIOR WALL PENETRATING DETAILS (1/3),,,,,,,,,,,,,,,A,XF11B-0000-515,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-515,ARCHITECTURE TYPICAL DRAWING EXTERIOR WALL PENETRATING DETAILS (1/3),C,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5515,陳博仁  Ext.:23341,CB-0471,A
16,TC0-1-CYC02-D5516,,,,,,C,ARCHITECTURE TYPICAL DRAWING EXTERIOR WALL PENETRATING DETAILS (2/3),,,,,,,,,,,,,,,A,XF11B-0000-516,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1432,TPC-TC(C0)-CD-22-1432,IFA,2022/11/19,2022/10/20,XF11B-0000-516,ARCHITECTURE TYPICAL DRAWING EXTERIOR WALL PENETRATING DETAILS (2/3),C,A,"Architecture Typical Drawing_RA,RB,RC",TC0-1-CYC02-D5516,陳博仁  Ext.:23341,CB-0471,A
