,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-ERE02-D5571,,,,,,A,"ELECTRICAL POWER LAYOUT FOR RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS (1/4)",,,,,,,,,,,,,,,A,XK41A-0FPH0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1597,TPC-TC(C0)-CD-22-1597,IFA,2022/12/02,2022/11/02,XK41A-0FPH0-001,"ELECTRICAL POWER LAYOUT FOR RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS (1/4)",A,A,"POWER LAYOUT FOR INDEX, ,SEAWATER ELECTROLYSIS PLANT AND  RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS DRAWINGS_RA",TC0-1-ERE02-D5571,程正維  Ext.:28057,EE-0419,A
1,TC0-1-ERE02-D5572,,,,,,A,"ELECTRICAL POWER LAYOUT FOR RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS (2/4)",,,,,,,,,,,,,,,A,XK41A-0FPH0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1597,TPC-TC(C0)-CD-22-1597,IFA,2022/12/02,2022/11/02,XK41A-0FPH0-002,"ELECTRICAL POWER LAYOUT FOR RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS (2/4)",A,A,"POWER LAYOUT FOR INDEX, ,SEAWATER ELECTROLYSIS PLANT AND  RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS DRAWINGS_RA",TC0-1-ERE02-D5572,程正維  Ext.:28057,EE-0419,A
2,TC0-1-ERE02-D5573,,,,,,A,"ELECTRICAL POWER LAYOUT FOR RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS (3/4)",,,,,,,,,,,,,,,A,XK41A-0FPH0-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1597,TPC-TC(C0)-CD-22-1597,IFA,2022/12/02,2022/11/02,XK41A-0FPH0-003,"ELECTRICAL POWER LAYOUT FOR RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS (3/4)",A,A,"POWER LAYOUT FOR INDEX, ,SEAWATER ELECTROLYSIS PLANT AND  RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS DRAWINGS_RA",TC0-1-ERE02-D5573,程正維  Ext.:28057,EE-0419,A
3,TC0-1-ERE02-D5574,,,,,,A,"ELECTRICAL POWER LAYOUT FOR RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS (4/4)",,,,,,,,,,,,,,,A,XK41A-0FPH0-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1597,TPC-TC(C0)-CD-22-1597,IFA,2022/12/02,2022/11/02,XK41A-0FPH0-004,"ELECTRICAL POWER LAYOUT FOR RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS (4/4)",A,A,"POWER LAYOUT FOR INDEX, ,SEAWATER ELECTROLYSIS PLANT AND  RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS DRAWINGS_RA",TC0-1-ERE02-D5574,程正維  Ext.:28057,EE-0419,A
4,TC0-1-ERE02-D5401,,,,,,A,DRAWING INDEX OF ELECTRICAL POWER LAYOUT FOR POWER BLOCK,,,,,,,,,,,,,,,A,XK41A-0KEY0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1597,TPC-TC(C0)-CD-22-1597,IFA,2022/12/02,2022/11/02,XK41A-0KEY0-001,DRAWING INDEX OF ELECTRICAL POWER LAYOUT FOR POWER BLOCK,A,A,"POWER LAYOUT FOR INDEX, ,SEAWATER ELECTROLYSIS PLANT AND  RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS DRAWINGS_RA",TC0-1-ERE02-D5401,程正維  Ext.:28057,EE-0419,A
5,TC0-1-ERE02-D5565,,,,,,A,ELECTRICAL POWER LAYOUT FOR SEAWATER ELECTROLYSIS PLANT (1/6),,,,,,,,,,,,,,,A,XK41A-0SHE0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1597,TPC-TC(C0)-CD-22-1597,IFA,2022/12/02,2022/11/02,XK41A-0SHE0-001,ELECTRICAL POWER LAYOUT FOR SEAWATER ELECTROLYSIS PLANT (1/6),A,A,"POWER LAYOUT FOR INDEX, ,SEAWATER ELECTROLYSIS PLANT AND  RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS DRAWINGS_RA",TC0-1-ERE02-D5565,程正維  Ext.:28057,EE-0419,A
6,TC0-1-ERE02-D5566,,,,,,A,ELECTRICAL POWER LAYOUT FOR SEAWATER ELECTROLYSIS PLANT (2/6),,,,,,,,,,,,,,,A,XK41A-0SHE0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1597,TPC-TC(C0)-CD-22-1597,IFA,2022/12/02,2022/11/02,XK41A-0SHE0-002,ELECTRICAL POWER LAYOUT FOR SEAWATER ELECTROLYSIS PLANT (2/6),A,A,"POWER LAYOUT FOR INDEX, ,SEAWATER ELECTROLYSIS PLANT AND  RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS DRAWINGS_RA",TC0-1-ERE02-D5566,程正維  Ext.:28057,EE-0419,A
7,TC0-1-ERE02-D5567,,,,,,A,ELECTRICAL POWER LAYOUT FOR SEAWATER ELECTROLYSIS PLANT (3/6),,,,,,,,,,,,,,,A,XK41A-0SHE0-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1597,TPC-TC(C0)-CD-22-1597,IFA,2022/12/02,2022/11/02,XK41A-0SHE0-003,ELECTRICAL POWER LAYOUT FOR SEAWATER ELECTROLYSIS PLANT (3/6),A,A,"POWER LAYOUT FOR INDEX, ,SEAWATER ELECTROLYSIS PLANT AND  RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS DRAWINGS_RA",TC0-1-ERE02-D5567,程正維  Ext.:28057,EE-0419,A
8,TC0-1-ERE02-D5568,,,,,,A,ELECTRICAL POWER LAYOUT FOR SEAWATER ELECTROLYSIS PLANT (4/6),,,,,,,,,,,,,,,A,XK41A-0SHE0-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1597,TPC-TC(C0)-CD-22-1597,IFA,2022/12/02,2022/11/02,XK41A-0SHE0-004,ELECTRICAL POWER LAYOUT FOR SEAWATER ELECTROLYSIS PLANT (4/6),A,A,"POWER LAYOUT FOR INDEX, ,SEAWATER ELECTROLYSIS PLANT AND  RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS DRAWINGS_RA",TC0-1-ERE02-D5568,程正維  Ext.:28057,EE-0419,A
9,TC0-1-ERE02-D5569,,,,,,A,ELECTRICAL POWER LAYOUT FOR SEAWATER ELECTROLYSIS PLANT (5/6),,,,,,,,,,,,,,,A,XK41A-0SHE0-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1597,TPC-TC(C0)-CD-22-1597,IFA,2022/12/02,2022/11/02,XK41A-0SHE0-005,ELECTRICAL POWER LAYOUT FOR SEAWATER ELECTROLYSIS PLANT (5/6),A,A,"POWER LAYOUT FOR INDEX, ,SEAWATER ELECTROLYSIS PLANT AND  RW WATER, FIRE WATER PUMP HOUSE AND NO.2 TREATED WATER PUMPS DRAWINGS_RA",TC0-1-ERE02-D5569,程正維  Ext.:28057,EE-0419,A
